Coding:Level1,Coding:Level2,message
Community,Community: Thanks,"['Thank', 'Jackson', 'quote', 'nice', 'article', 'published', 'Toronto', 'Star', '\\n\\n\\u201cRoatan', 'diving', 'great', 'reef', 'close', 'shore', 'it\\u2019s', 'protected', 'amazing', 'marine', 'park', 'it\\u2019s', 'healthy', 'full', 'life', '\\u201d', 'says', 'Jackson', 'native', 'Honduran', 'Canadian', 'wife', 'Amanda', 'Holder', 'operates', 'Scuba', 'Roatan']"
Information,Information,"['Click', 'find', 'Arch', 'Iguana', 'Marine', 'Park', 'French', 'Cay']"
Community,Community: Thanks,"['Amazing', 'people', 'amazing', 'things', 'When', 'stick', 'together', 'incredible', 'things', 'happen', 'Thank', 'Anthony', 'Davis', 'Scuba', 'Diving', 'Heroes', 'nomination', 'recognition']"
Action,Action: Promo,"['Save', 'date', '22-24', 'May', '2015', '6th', 'Annual', 'Bay', 'Islands', 'Coastal', 'Clean', 'We', ""'re"", 'looking', 'forward']"
Community,Community: Thanks,"['Happy', 'Earth', 'Day', 'fellow', 'tree', 'huggers', 'ocean', 'divers']"
Community,Community: Thanks,"['There', 'two', 'great', 'reviews', 'Roatan', 'week', 'We', 'rated', '3', 'WORLD', ""'S"", 'Top', 'Islands', 'Yes', 'read', 'correctly', 'WORLD', 'CNN', 'Tripadvisor', '\\nThere', 'way', 'Roatan', 'could', 'without', 'beautiful', 'coral', 'reefs', 'THANK', 'YOU', 'everyone', 'protects', 'day', 'day', 'There', 'days', 'feels', 'like', 'losing', 'battle', 'bit', 'recognition', 'hard', 'work']"
Action,Action: Help,"['This', 'happening', 'throughout', 'Caribbean', 'Please', 'help', 'us', 'reporting', 'illegal', 'activities', 'start', 'happening', 'roatanforparrotfish', 'saveourreefs']"
Community,Community: Response,"['Here', 'innovative', 'approach', 'helping', 'cut', 'plastic', 'lives', 'Including', 'recipes', 'making', 'shampoo', 'toothpaste', 'Check']"
Action,Action: Help,"['We', 'looking', 'venue', 'hold', 'turtle', 'workshop', 'May', '11th', '12th', 'Must', 'West', 'End/West', 'Bay', 'area', 'hold', '20-25', 'people', 'Thanks']"
Community,Community: Thanks,"['Emprendedores', 'NuestraGente|', '\\n\\nEl', 'hondure\\xf1o', 'Kennet', 'Silva', 'es', 'un', 'misionero', 'cristiano', 'cansado', 'de', 'que', 'sus', 'herramientas', 'tecnol\\xf3gicas', 'soportaran', 'carga', 'para', 'toda', 'la', 'estad\\xeda', 'en', 'lugares', 'remotos', 'de', 'Honduras', 'puso', 'su', 'mente', 'trabajar', 'de', 'la', 'lluvia', 'de', 'ideas', 'naci\\xf3', 'la', 'primera', 'mochila', 'ecol\\xf3gica', 'solar', 'en', 'Honduras.\\n\\nFirst', 'solar', 'paneled', 'backpack', 'allow', 'charge', 'electronics', 'remote', 'places', 'Thank', 'Kennet', 'Silva', 'innovative', 'Honduran']"
Action,Action: Sell,"['New', 'hoodies', 'time', 'keep', 'warm', 'squall', 'Check', 'new', 'colours', 'EcoStore', 'West', 'End', 'kiosks', 'cruise', 'ship', 'docks']"
Information,Information,"['Paperwork', 'signed', 'new', 'Board', 'Directors', 'ready', 'go', 'Everyone', 'really', 'excited', 'first', 'board', 'meeting', 'taking', 'place', 'next', 'week']"
Community,Community: Response,"['Would', 'amazing']"
Community,Community: Response,"['Do', 'Taking', 'starfish', 'water', 'like', 'drowning', 'minutes', 'It', 'would', 'equivalent', 'filling', 'human', 'lungs', 'water', 'take', 'funny', 'photo', 'Who', 'Like', 'share', 'spread', 'word', 'keep', 'starfish', 'safe']"
Action,Action: Promo,"['Save', 'date', 'We', 'really', 'looking', 'forward', 'report', 'health', 'Mesoamerican', 'Reef', '2015']"
Community,Community: Response,[]
Information,Information,"['The', 'graph', 'indicates', 'funds', 'generated', 'sale', '``', 'user', 'fee', ""''"", 'membership', 'payments', 'dive', 'shops', 'businesses', 'within', 'SBWEMR', 'January', 'April', '2015', 'It', 'include', 'user', 'fees', 'consignment', 't-shirt', 'sales', 'lionfish', 'licenses', 'We', 'would', 'like', 'thank', 'supporters', 'big', 'small', 'highlight', 'without', 'promoting', 'conservation', 'message', 'would', 'unable', 'continue', 'protecting', 'Roatan', 'reefs']"
Information,Information,"['The', 'graph', 'indicates', 'funds', 'generated', 'sale', '``', 'user', 'fee', ""''"", 'membership', 'payments', 'dive', 'shops', 'businesses', 'outside', 'SBWEMR', 'January', 'April', '2015', 'It', 'include', 'user', 'fees', 'consignment', 't-shirt', 'sales', 'lionfish', 'licenses', 'We', 'would', 'like', 'thank', 'supporters', 'big', 'small', 'highlight', 'without', 'promoting', 'conservation', 'message', 'would', 'unable', 'continue', 'protecting', 'Roatan', 'reefs']"
Information,Information,"['Take', 'advantage', 'slow', 'season']"
Action,Action: Promo,"['Are', 'dive', 'professional', 'interested', 'turtle', 'monitoring', 'There', 'lot', 'empty', 'chairs', 'come']"
Action,Action: Promo,"['Interested', 'hunting', 'lionfish', 'We', 'holding', 'lionfish', 'spearing', 'workshop', 'today', '4pm', 'RMP', 'office', 'West', 'End', 'Please', 'bring', 'gear', 'prepared', 'get', 'wet', 'classroom', 'water', 'training']"
Information,Information,"['Turtle', 'monitoring', 'workshop', 'rescheduled', 'evening', '4:30-7', 'Polo', 'water', 'board', 'office', 'behind', 'Mares', '\\nBeverages', 'provided']"
Action,Action: Sell,"['Looking', 'stylish', 'new', 'clothing', 'When', 'buy', 'Prawno', 'donate', 'RMP']"
Action,Action: Promo,"['Great', 'day', 'today', 'RMP', 'ProTECTOR', 'Day', 'two', 'turtle', 'workshop', 'commenced', 'available', 'participants', 'got', 'extra', 'treat', 'visiting', 'babies', 'Maya', 'Key', 'afternoon', '\\nThe', 'turtles', 'visited', 'released', 'Friday', '9AM', 'Flowers', 'Bay', 'hatched', 'nests', 'last', 'year', '\\nWe', 'also', 'beach', 'cleanup', 'nesting', 'area', 'hopes', 'nests', 'year', '\\nThis', 'exciting', 'event', 'please', 'come']"
Information,Information,"['Thank', 'Healthy', 'Reefs', 'Healthy', 'People', 'launching', 'Mesoamerican', 'Reef', '2015', 'Report', 'Card', 'today', 'We', 'delighted', 'hear', 'Honduras', 'best', 'ranked', '4', 'countries', 'Mesoamerican', 'reef', 'Honduras', 'ranked', '3.3', 'scale', '1-5', '1', '``', 'poor', ""''"", '5', '``', 'good', ""''"", 'due', 'high', 'live', 'coral', 'cover', 'high', 'herbivorous', 'fish', 'The', 'Bay', 'Islands', 'Swan', 'Islands', 'Cayos', 'Cochinos', 'subregions', '``', 'good', ""''"", 'Roatan', 'Cayos', 'Cochinos', 'scored', 'higher', 'commercial', 'biomass', 'Thanks', 'Honduras', 'ban', 'spear', 'trap', 'fishing', 'managed', 'protect', 'parrotfish', 'Our', 'long', 'standing', 'MPA', 'protection', 'gear', 'restrictions', 'effective', 'enforcement', 'contributed', 'groupers', 'recovering', 'Increasing', 'protection', 'large', 'fish', 'allow', 'grow', 'bigger', 'produce', 'spring', 'effective', 'management', 'Marine', 'Protected', 'Areas', 'generates', 'increased', 'fish', 'biomass', 'high', 'coral', 'cover', 'provides', 'structure', 'support', 'fish', 'By', 'following', 'fisheries', 'rules', 'regulations', 'reefs', 'fishermen', 'fish', 'It', 'good', 'know', 'really', 'making', 'difference', 'let', 'keep', 'good', 'work']"
Action,Action: Promo,"['Just', 'reminder', 'releasing', '3', 'loggerheads', 'one', 'hawksbill', 'juvenile', 'romorrow', 'morning', '9am', 'Flower', 'Bay', 'old', 'methodist', 'church', 'Please', 'feel', 'free', 'come', 'open', 'event', 'This', 'area', 'nesting', 'ground', 'hopefully', 'last', 'turtle', 'conservation', 'Flower', 'Bay.\\nFor', 'info', 'please', 'call', 'Christi', '3289', '1213']"
Action,Action: Help,"['We', 'collecting', 'unsmashed', 'drink', 'cans', 'RMP.\\n', 'If', 'laying', 'around', 'house', ""'re"", 'intending', 'use', 'please', 'drop', 'upstairs', 'office', '\\nWe', 'hoping', 'help', 'supplies', 'Basura', 'Boat', 'Race', '31st', '\\nIf', 'interested', 'information', 'race', 'please', 'contact', 'West', 'End', 'Divers']"
Information,Information,"['Read', 'Summer', '2015', 'Newsletter']"
Action,Action: Promo,"['Friday', 'mangrove', 'planting', 'Inn', 'Last', 'Resort', 'Platanar', 'Diamonds', 'International']"
Community,Community: Thanks,"['Thank', 'everyone', 'came', 'cook', 'last', 'night', 'great', 'evening', 'A', 'great', 'start', 'Caribbean', 'Cup', 'Freediving', 'Competition', 'The', 'winner', 'Lionfish', 'Cook', 'Off', 'Turquoise', 'Bay', 'Dive', '&', 'Beach', 'Resort', 'Thanks', 'competitors', 'delicious', 'entries', 'Tita', 'Pink', 'Seahorse', 'Mayan', 'Princess', 'Beach', '&', 'Dive', 'Resort', 'Booty', 'Bar', 'West', 'End', 'Roatan', 'The', 'Beach', 'Club', 'San', 'Simon', 'great', 'venue', 'Thank']"
Community,Community: AckCurrentEvent,"['We', 'excited', 'Caribbean', 'Cup', 'Freediving', 'Competition', 'happening', 'Roatan', 'Like', 'page', 'updates']"
Action,Action: Promo,"['Do', 'forget', 'RMP', 'Photo', 'Competition', 'open', 'submissions', 'Deadline', 'June', '15th', 'categories', 'follows', '\\nBest', 'Find', 'Can', 'macro', 'wide', 'angle', 'shot\\u2026', 'limitation', 'shot', 'rare', 'unusual', 'creature', 'scene', '\\n\\nMacro\\n', 'Close', 'focus', 'creatures', 'coral.\\n\\nDivers\\n', 'Any', 'photo', 'long', 'divers', 'present.\\n\\nBlack', 'White\\n', 'Any', 'photo', 'showcasing', 'contrast', 'light', 'dark.\\n\\nReef', 'Life', 'Behaviour\\n', 'Photos', 'great', 'shot', 'marine', 'life', 'ones', 'showcasing', 'interactions', 'reef', 'life', 'why/how', 'reef', 'creatures', 'things', '\\n\\nWide', 'Angle', 'Reef', 'Scene', 'Coral', 'Sponges', 'Fish', 'oh', 'Think', 'bright', 'colours', 'biodiversity', '\\n\\nAbstract/', 'Artistic\\n', 'Use', 'imagination', 'set', 'sky', 'limit', 'These', 'either', 'water', 'long', 'marine', 'based', '\\n\\nConservation', 'action\\n', 'What', 'seen', 'recently', 'made', 'impact', 'Roatan\\u2019s', 'reef', 'Can', 'cleanup', 'initiative', 'strategy', 'reduce', 'amount', 'plastic', 'bags', 'ecosystem', 'Use', 'imagination', 'many', 'factors', 'put', 'reefs', 'risk', '\\n\\nChoosing', 'category', 'photos', 'fall', 'may', 'make', 'difference', '\\n\\nThink', 'happy', 'shooting']"
Action,Action: Help,"['The', 'RMP', 'looking', '3', 'MSDTs', 'help', 'Junior', 'Park', 'Ranger', 'program', '5', 'weeks', 'starting', 'July', 'Each', 'Instructor', 'teaching', '5', 'local', 'kids', 'OW', 'NAV', 'PPB', 'Fish', 'ID', 'NAT', 'specialties', 'PLUS', 'EFR', 'We', 'also', 'looking', 'diveshops', 'help', 'us', 'accommodate', 'groups', '\\nTHESE', 'ARE', 'PAID', 'POSITIONS', '\\n\\nMSDTs', 'MUST', '\\nHave', 'least', 'intermediate', 'Spanish\\nLike', 'kids', '\\nBe', 'patient\\nFun', 'Loving', 'Creative\\nBe', 'NAV', 'PPB', 'Fish', 'ID', 'NAT', 'specialty', 'Instructors', '\\n\\nPlease', 'send', 'CVs', 'christi.etches', 'roatanmarinepark.net', 'christianne.etches', 'gmail.com']"
Community,Community: Thanks,"['Well', 'done', 'Giacomo', 'Palavicini', 'Executive', 'Director', 'RMP', 'helping', 'spread', 'great', 'work', 'experiences', 'across', 'Bay', 'Islands', 'The', 'workshop', ""'Protocols"", 'Complaints', 'Bay', 'Islands', 'Marine', 'Park', 'great', 'success', 'Thanks', 'UMA', 'BICA', 'CORAL', 'support', 'organising', 'event', 'w', 'Utila', 'town', 'Cays', 'The', 'participants', 'Navy', 'Preventive', 'Police', 'Municipal', 'Police', 'local', 'NGO', 'Sea', 'Shepherd', 'Peace', 'Judge', 'fisherman', 'donated', 'time', 'informed', 'shared', 'experience', 'Thank', 'great', 'job', 'working', 'together']"
Community,Community: Thanks,"['Sign', 'making', 'Friday', 'Thank', 'Diamonds', 'International', 'Tiani', 'Forbes', 'Frances', 'Wong', 'great', 'job', '\\nBe', 'lookout', 'Roatan', 'beaches', 'new', 'signs']"
Information,Information,"['Interesting', '..very', 'interesting']"
Community,Community: Response,"['This', 'incredible', 'video', 'brave', 'conservationists', 'product', '``', 'smart', ""''"", 'poachers', 'Tela', 'North', 'Coast', 'Honduras', '\\n*WARNING*', 'Not', 'sensitive', 'eyes', 'ears', 'chosen', 'share', 'due', 'efforts', 'made', 'caring', 'individuals', 'big', 'Green', 'turtle', 'saved']"
Community,Community: Thanks,"['We', 'leading', 'efforts', 'measurable', 'improvements', 'reef', 'health', 'Thanks', 'help', 'Coral', 'Reef', 'Allianceand', 'Healthy', 'Reefs', 'Healthy', 'People', 'big', 'thank', 'continued', 'support', 'Read']"
Community,Community: Response,"['The', 'Challenge\\nPropose', 'innovative', 'technology', 'scale-up', 'coral', 'reef', 'restoration', 'Projects', 'may', 'promote', 'growth', 'prevent', 'death', 'tackle', 'issue', 'logical', 'justified', 'way', 'Your', 'invention', 'must', 'cost-effective', 'practical', 'implement', 'suitable', 'development', 'testing', 'public', 'science', 'museum', 'Any', 'ideas']"
Information,Information,"['Well', 'one', 'way', 'get', 'message', 'across', 'No', 'cigarette', 'butts', 'beach', 'please']"
Community,Community: Response,"['Check', 'Go', 'Blue', 'Central', 'America', 'latest', 'newsletter']"
Information,Information,"['There', 'thing', '``', 'Away', ""''""]"
Information,Information,"['The', 'graph', 'indicates', 'funds', 'generated', 'sale', '``', 'user', 'fee', ""''"", 'membership', 'payments', 'dive', 'shops', 'businesses', 'within', 'SBWEMR', 'January', 'May', '2015', 'It', 'include', 'user', 'fees', 'consignment', 't-shirt', 'sales', 'lionfish', 'licenses', 'We', 'would', 'like', 'thank', 'supporters', 'big', 'small', 'highlight', 'without', 'promoting', 'conservation', 'message', 'would', 'unable', 'continue', 'protecting', 'Roatan', 'reefs']"
Information,Information,"['The', 'graph', 'indicates', 'funds', 'generated', 'sale', '``', 'user', 'fee', ""''"", 'membership', 'payments', 'dive', 'shops', 'businesses', 'outside', 'SBWEMR', 'January', 'May', '2015', 'It', 'include', 'user', 'fees', 'consignment', 't-shirt', 'sales', 'lionfish', 'licenses', 'We', 'would', 'like', 'thank', 'supporters', 'big', 'small', 'highlight', 'without', 'promoting', 'conservation', 'message', 'would', 'unable', 'continue', 'protecting', 'Roatan', 'reefs']"
Action,Action: Promo,"['Let', 'get', 'show', 'road', 'It', 'time', 'show', 'great', 'photos', 'taking', 'diving', 'Roatan', '\\nDo', 'miss', 'great', 'opportunity', 'photos', 'showcased']"
Community,Community: Thanks,"['A', 'big', 'thank', 'everyone', 'involved', 'last', 'night\\u2019s', 'search', 'rescue', 'We', 'delighted', 'occasion', 'missing', 'boy', 'found', 'alive', 'well', 'This', 'perfect', 'time', 'remind', 'tour', 'operators', 'boat', 'owners', 'local', 'businesses', 'safety', 'marine', 'park', 'life', 'jackets', 'important', 'Please', 'make', 'sure', 'advise', 'customers', 'wear', 'Anyone', 'renting', 'equipment', 'also', 'inquisitive', 'route', 'customers', 'intend', 'travel', 'In', 'unfortunate', 'event', 'another', 'missing', 'person', 'save', 'valuable', 'time', 'co', 'ordinating', 'search', 'rescue']"
Information,Information,"['Powerful', 'photo', 'young', 'child', 'swims', '``', 'waste', ""''"", 'hunting', 'recyclable', 'material', 'help', 'family', '\\nDisgraceful', 'leaving', 'world', 'youth']"
Action,Action: Promo,"['Bring', 'kids', 'beach', 'Saturday', 'great', 'time', 'swimming', '\\nHalf', 'moon', 'bay', 'starting', '12', 'noon']"
Action,Action: Volunteer,"['Do', 'live', 'Mesoamerican', 'Region', 'Have', 'ever', 'thought', 'things', 'get', 'done', 'protect', 'mangroves', 'Maybe', 'project', 'mind', 'need', 'help', 'developing', 'If', 'THE', 'TIME', 'TO', 'DO', 'SOMETHING', 'IS', 'NOW', '\\n\\nThe', 'MAR', 'Leadership', 'Program', 'open', 'submissions', 'This', 'year', 'theme', 'Mangrove', 'Valuation', 'Conservation', '\\n\\nFollow', 'link', 'information', 'Let', 'work', 'together', 'make', 'difference']"
Community,Community: Thanks,"['We', 'great', 'day', 'yesterday', 'delivering', 'Marine', 'Park', 'Presentation', 'future', 'Airforce', 'Army', 'Navy', 'Commanders', 'RMP', 'Executive', 'Director', 'Giacomo', 'Palavicini', 'also', 'presented', 'award', 'appreciation', 'great', 'work', 'We', 'grateful', 'commanders', 'support']"
Community,Community: Thanks,"['Our', 'Park', 'Rangers', 'getting', 'ready', 'everything', 'weekend', 'received', 'Emergency', 'First', 'Response', 'course', 'Well', 'done', 'guys']"
Action,Action: Sell,"['Do', 'forget', 'ponchos', 'sale', 'Eco', 'Store..', 'perfect', 'rainy', 'days', 'like']"
Action,Action: Promo,"['Do', 'miss', 'opportunity', 'photos', 'showcased', '2016', 'Calendar', 'It', 'already', 'great', 'year', 'still', 'time', 'submit', 'photos', 'Photo', 'Competition', 'Deadline', 'next', 'Tuesday', '30th']"
Community,Community: Thanks,"['Little', 'bit', 'positivity', 'morning', 'Anything', 'possible', 'unite']"
Action,Action: Promo,"['Photo', 'competition', 'ends', 'tomorrow', 'Hurry', 'send', 'photos', 'photosrmp', 'gmail.com']"
Information,Information,"['First', 'part', 'Mangrove', 'Reforestation', 'Project', 'Big', 'Bight', '\\nToday', 'putting', '100', 'plants', 'starting', 'pilot', 'project', '30', 'seedlings', '\\nThank', 'volunteers', 'Diamonds', 'International', 'hard', 'work', 'Guaiabara', 'Judith', 'Kluck-', 'van', 'Nispen', 'support', 'location', 'look', 'forward', 'working', 'Nuna', 'Academy', 'next', 'school', 'year', 'continuation', 'project']"
Action,Action: Promo,"['Are', 'avid', 'lionfish', 'hunter', 'We', 'got', 'new', 'batch', 'lionfish', 'spearing', 'goodies', 'including', '3ft', 'spears', 'either', '3', 'prong', 'detachable', '6', 'prong', 'head', 'mini', 'spears', 'light', 'heavy', 'duty', 'elastics', 'replacement', 'caps', 'homemade', 'keepers', 'If', 'wish', 'purchase', 'new', 'spear', 'please', 'bring', 'license', 'Marine', 'Park', 'store', 'West', 'End']"
Community,Community: Thanks,"['RMP', 'Executive', 'Director', 'Giacomo', 'Palavicini', 'awarded', 'Sea', 'Hero', 'Scuba', 'Diving', 'Magazine', 'The', 'Sea', 'Heroes', 'Award', 'recognises', 'people', 'action', 'devoted', 'protecting', 'planet', 'oceans', 'marine', 'life', 'conservation', 'At', 'end', 'year', 'panel', 'judges', 'selects', 'Sea', 'Hero', 'Year', 'Keep', 'fingers', 'crossed', 'Giacomo', 'win']"
Information,Information,"['The', 'graph', 'indicates', 'funds', 'generated', 'sale', '``', 'user', 'fee', ""''"", 'membership', 'payments', 'dive', 'shops', 'businesses', 'within', 'SBWEMR', 'January', 'June', '2015', 'It', 'include', 'user', 'fees', 'consignment', 't-shirt', 'sales', 'lionfish', 'licenses', 'We', 'would', 'like', 'thank', 'supporters', 'big', 'small', 'highlight', 'without', 'promoting', 'conservation', 'message', 'would', 'unable', 'continue', 'protecting', 'Roatan', 'reefs']"
Information,Information,"['The', 'graph', 'indicates', 'funds', 'generated', 'sale', '``', 'user', 'fee', ""''"", 'membership', 'payments', 'dive', 'shops', 'businesses', 'within', 'SBWEMR', 'January', 'June', '2015', 'It', 'include', 'user', 'fees', 'consignment', 't-shirt', 'sales', 'lionfish', 'licenses', 'We', 'would', 'like', 'thank', 'supporters', 'big', 'small', 'highlight', 'without', 'promoting', 'conservation', 'message', 'would', 'unable', 'continue', 'protecting', 'Roatan', 'reefs']"
